Brand,Year,Material,ProductLine,Model,StringConfiguration,Color,BodyType,Hand,Price
Fender,2017,Alder,,,,,,,1449.99
Schecter,Unknown,,,1813,7,Black,Solid,Right handed,1019.00
Jackson,,,,,,,,,449.99
Fender Japan,,,,Mustang,6 String,Orange,Solid,Right-Handed,799.99
ESP Guitars,,,,,,,,,579.00
NO BRAND,,,,,,,,,1165.05
ESP LTD,,,,,6,Green,Solid,,949.00
Music Palace,2019,Mahogany,,Custom,6 String,Red,Semi-Hollow,Right-Handed,419.90
Washburn,,Mahogany,,Washburn Parallaxe Trevor Rabin Signature,6 String,Flamed Transparent Blue,Solid,,849.00
PRS,,,,,,,,,1349.00
Ernie Ball Music Man,,,,,,,,,2249.00
Schecter,,Mahogany,,,,,Solidbody,,999.99
ESP,,,,,,,,,899.00
Ernie Ball Music Man,,,,,,,,,2249.00
PRS,,,,,,,,,2299.00
Music Palace,2011,Mahogany,,Custom,4 String,Black,,Right-Handed,444.90
Human,2018,,,Custom,6 String,,,,339.99
Fender Custom Shop,,,,,,,,,4950.00
Unbranded,2019,Mahogany,,YL-PR2S,6 String,VS,Solid,Right-Handed,419.90
NK,,Solid Wood,,,6 String,Clear,Semi-Hollow,,340.00
Unbranded,2018,,,,6 String,Blue,Solid,Right-Handed,298.00
Schecter,2016,,,1937,7,Purple,Solid,Right handed,1089.00
Ernie Ball Music Man,,,,,,,,,3649.00
ESP LTD,,,,,6,Black,Solid,,1099.00
Dean Guitars,2019,,,MD24 FMF TGE,6 String,Flame Maple Tiger Eye,Solid,,849.00
Ibanez,,,,RG,,,,,399.99
Bracken,,,,,,maple,,,1189.00
Dean,,,,,7 String,Black,,,819.00
Music Palace,1995,Mahogany,,Custom,6 String,Multicolor,Solid,Right-Handed,449.90
ESP,,,,,6,,Solid,,4999.00
BC,,,,,,,,,999.99
Esp Guitars,,,,EC-1000 ET,6 String,See-Thru Black,Solid,,1099.00
Legator,,,,,,,,,899.00
Legator,,,,,,,,,899.00
Legator,,,,,,,,,999.00
Dean,,,,,6,Red,,,599.00
ESP LTD,,,,,6,,Solid,,999.00
ACEPRO,2019,Solid Wood,,AE-600 TBK,6 String,Black,Solid,,315.00
Fender,N/A,N/A,,R-,N/A,N/A,,Right-Handed,2948.00
ESP LTD,2018,,,LFRX407BLKS,7,Black,Solid,Right handed,849.00
Ernie Ball Music Man,,,,,,,,,2899.00
ESP LTD,2019,,,LARROW1000SW,6,White,Solid,Right handed,949.00
Schecter,Unknown,,,1934,6,Black,Solid,Right handed,949.00
Jersey Girl Guitars,,,,Tapa Kaki,6 String,Clear,Solid,Right-Handed,8497.00
Ibanez,,,,ARZ800,6 String,Transparent Deep Red,Solid,,795.00
Black Diamond USA,,Korina w/maple burl top,,Flying V,6 String,Natural top/black back & side,Solid,,2750.00
Fender,2017,,,Telecaster,6 String,Black,Solid,,1449.99
ESP,,Solid Wood,,PS-1,6 String,Sonic Blue,Solid,,449.00
Ernie Ball Music Man,,,,,,,,,3499.00
ESP LTD,2019,,,LTED600TSW,6,White,Solid,Right handed,1099.00
Esp Guitars,,,,MH-1000 Evertune,6 String,See Thru Black,Solid,,1149.00
LS,2018,Mahogany,,,6 String,Black,Solid,Right-Handed,295.00
ESP Guitar,,,,LAS1FMLB,6 String,Yellow,,,1149.00
ESP LTD,,,,,6,Black,Solid,,1245.00
Schecter,,,,,8,,,,1139.00
Ernie Ball Music Man,,,,,,,,,2049.00
Unbranded,2019,Mahogany,,,6 String,Same as photo,Solid,,319.00
ESP LTD,,,,,6,Natural,Solid,,699.00
Jackson,,,,,,,,,899.99
Gisten,2016,,,Custom,6 String,,,,349.00
Ernie Ball,2019,,,Steve Morse,6 String,Blue,Solid,Right-Handed,2399.99
ESP,,,,,7,,Solid,,2199.00
Schecter,Unknown,,,221,6,Green,Solid,Right handed,999.00
ESP,,,,,6,,Solid,,1699.00
Schecter,Unknown,,,1787,6,Black,Solid,Right handed,839.00
Dean,,Mahogany,,,6 String,Sunburst,Solid,,549.00
,,,,,,,,,1299.00
Ernie Ball Music Man,,,,,,,,,3199.00
Unbranded,1990,Basswood,American Standard,Custom,6 String,Cream Yellow,Solid,Right-Handed,298.00
Ernie Ball Music Man,,,,,,,,,3199.00
Dean,,,,,6,Sunburst,,,399.00
ESP,,,,,,,,,1399.00
Ernie Ball Music Man,,,,,,,,,3499.00
KILLER,,,,KG-REBELLION,6 String,,,,399.99
Ernie Ball Music Man,,,,,,,,,3499.00
Ritter Instruments,2018,,,2018 NAMM Display Princess Isabella,,,,,8074.00
Jackson,,,,,,,,,3999.99
Schecter,Unknown,,,1928,6,Black,Solid,Left handed,999.00
G&L,,,,,,,,,1649.99
ESP LTD,,,,,6,,Solid,,1099.00
Gretsch,,,,G2655T,6 String,Torino Green,Semi-Hollow,,449.99
Gretsch Guitars,,,,,,,,,3599.99
Ernie Ball Music Man,,,,,,,,,3249.00
ESP,,,,EC-1000,6 String,See Thru Purple,Solid,,899.00
Dean,,,,,,,,,1249.00
NO BRAND,,,,,,,,,660.21
ESP,,,,,,,,,1699.00
Ormsby,,,,,,,,,1230.00
ESP LTD,,,,,6,,Solid,,399.00
Jackson,,Mahogany,,,,,Solidbody,,949.99
ACEPRO,2019,Solid Wood,,AE-600 TR,6 String,Red,Solid,,315.00
Music Palace,,Mahogany,,Custom,6 String,Green,Solid,Right-Handed,469.90
Fender Custom Shop,,,,,,,,,3850.00
Gretsch,,,,,,,,,2799.99
Dean,Unknown,,,VMNT AOD,6,Other,Solid,Right handed,1229.00
ESP,,,,,,,,,1399.00
Fender,,,,223-1200-473,,,,,899.99
Ernie Ball Music Man,,,,,,,,,3199.00
Schecter,,,,,7,Purple,Solid,,1089.00
ESP LTD,,,,,6,,Solid,,949.00
Starshine,2017,Solid Wood,,SR-ESPS-01,6 String,burst,Solid,,293.90
Ernie Ball Music Man,,,,,,,,,2099.00
Legator,,,,,,,,,999.00
Music Palace,,Mahogany,,Custom,6 String,Purple Blue,,Right-Handed,332.90
PRS,,,,,,,,,2299.00
Schecter Guitar Research,,,,,,,,,449.00
Gretsch,,,,,,,,,516.88
Jackson,,Basswood,,,,,Solidbody,,329.99
Traveler,,,,,,,,,349.77
Schecter Guitar Research,,,,,,,,,449.00
Schecter Guitar Research,,,,,,,,,1099.00
Squier by Fender,,,,,6 String,Black,,Right-Handed,399.99
Fender Custom Shop,,,,,,,,,3850.00
Ernie Ball Music Man,,,,,,,,,3499.00
Ibanez,2019,,,RG1070,6 String,Charcoal Black Burst,Solid,Right-Handed,1299.99
Schecter,Unknown,,,1928,6,Black,Solid,Left handed,999.00
ESP LTD,,,,,6,,Solid,,1099.00
p. Stanley,,Basswood,,,6 String,Purple,Brazil Wood,,474.60
Dean,,,,,6,Sunburst,,,399.00
Gretsch Guitars,,,,,,,,,3599.99
Godin,,Basswood,,,,,,,1050.00
ESP,,,,,,,,,899.00
Ernie Ball Music Man,,,,,,,,,3249.00
Ernie Ball Music Man,,,,,,,,,2099.00
NO BRAND,,,,,,,,,660.21
Legator,,,,,,,,,999.00
ESP,,,,,,,,,1699.00
Legator,,,,,,,,,999.00
ESP,2018,,,H-1001,6 String,See Thru Green,Solid,,1074.00
Ibanez,,Nyatoh,,,,,Solidbody,,699.99
Ibanez,,Alder,,,,,Solidbody,,1799.99
ACEPRO,2019,Solid Wood,,AE-600 TR,6 String,Red,Solid,,315.00
Music Palace,,Mahogany,,Custom,6 String,Green,Solid,Right-Handed,469.90
,,,,,,,,,547.00
Gretsch,,,,,,,,,2799.99
Dean,Unknown,,,VMNT AOD,6,Other,Solid,Right handed,1229.00
Jackson,,Mahogany,,,,,Solidbody,,949.99
ESP,,,,,,,,,1399.00
Fender,,,,223-1200-473,,,,,899.99
Kauer Guitars,,,,,,,,,3840.00
ESP Guitar,,,,LTD VULTURE JAMES H BLKS,,,,,1249.00
Starshine,2017,Solid Wood,,SR-ESPS-01,6 String,burst,Solid,,293.90
Music Palace,,Mahogany,,Custom,6 String,Purple Blue,,Right-Handed,332.90
Ibanez,,,,Ibanez RGD71ALANB RGD Axion Label 7str Electric Guitar - Antique,,,,,1199.99
EVH,,Basswood,,,,,Solidbody,,599.99
Charvel,,Ash,,,,,Solidbody,,799.99
Washburn,,Mahogany,,Washburn Parallaxe Trevor Rabin Signature,6 String,Flamed Transparent Blue,Solid,,849.00
Ernie Ball Music Man,,,,,,,,,2249.00
Epiphone,,,,Riviera,,,Riviera,,2045.00
Music Palace,,Basswood,,Custom,6 String,Red,Solid,Right-Handed,482.90
Schecter,2018,,,SCHECTER294,6,White,Solid,Right handed,999.00
Schecter,2016,,,1260,6,Brown,Solid,Right handed,999.00
Lucem Guitars,,,,Paradox Deluxe,6 String,Trans Black,Solid,Right-Handed,4760.00
Kauer Guitars,,,,,,,,,3210.00
Human,Current,Mahogany,Classic Series,Custom Natural,6 String,Spalted Natural Wood,Solid,Right-Handed,329.95
Gisten,2016,,,Custom,6 String,,,,349.00
Ernie Ball Music Man,,,,,,,,,2349.00
Ibanez,,,,,,White,,Right,460.00
Unbranded,2019,Mahogany,,,6 String,Same as photo,Solid,,299.00
,,,,,,,,,595.00
Ibanez,,Maple,,,,,Hollow Body,,649.99
NORMAN,,,,B50,12 String,,,Right-Handed,699.99
ESP LTD,,,,,6,Black,Solid,,1245.00
Ernie Ball Music Man,,,,,,,,,3499.00
Jolana,,,,Diamand,6 String,,Solid,,350.00
Ormsby,,,,,,,,,1230.00
Unbranded,2019,Mahogany,,,6 String,Same as photo,Solid,,288.00
,,,,,,,,,2750.00
Fender,,Mahogany,,,6 String,,Solid,Right-Handed,1000.00
ESP,,,,,,,,,1049.00
Ernie Ball Music Man,,,,,,,,,3249.00
PRS,,,,,,,,,4390.00
Gretsch,,,,G2655T,6 String,Torino Green,Semi-Hollow,,449.99
Music Palace,1959,Mahogany,,Custom,6 String,Blue Green,Solid,Right-Handed,362.90
Starshine,2018,Mahogany,Starshine,SR-RLP-C14,6 String,Green,Solid,Right-Handed,293.90
Ernie Ball Music Man,,,,,,,,,2049.00
ESP LTD,,,,,7,,Solid,,1499.00
,,,,,,,,,499.00
Fender,,,,,,,,,1999.99
ESP,,,,,,,,,1049.00
PRS,,,,,,,,,1000.00
Unbranded,2019,,,,6 String,Yellow,Solid,Right-Handed,318.00
Music Palace,,Mahogany,,Explorer,6 String,White,Solid,Right-Handed,459.90
Legator,,,,,,,,,1999.00
Ernie Ball Music Man,,,,,,,,,2049.00
Washburn,,,,PXMTR20-D,6 String,,,,849.00
,,,,,,,,,722.00
Jericho Guitars,,,,Edge 6 NT,,,,,1170.00
ESP,,,,LTD EC-1000 Evertune See Thru Black,,,,,1099.00
Ernie Ball Music Man,,,,,,,,,3199.00
Ibanez,,,,,,,,,1299.99
Ibanez,,,,,6,Brown,,,4599.00
Ernie Ball Music Man,,,,,,,,,3499.00
Fishbone Guitars Canada,,Mahagony,fishbone TPT-300,fishbone TPT-300,6 String,Black,Solid,Right-Handed,299.00
PRS,2019,Solid Wood,,John Mayer Silver Sky,6 String,Forst,Solid,,2299.99
Jackson,,,,,,,,,949.99
ESP Guitar,,,,LAS1FMLB,6 String,Yellow,,,1149.00
Music Palace,1983,Mahogany,,Spotlight Special,6 String,Cream Brown,,Right-Handed,362.90
ESP,,,,,,,,,1399.00
Jackson,,,,,,,,,949.99
Dean,,Mahogany,,,6 String,,Solid,,549.00
ESP,,Solid Wood,,EC1000FMSTG,6 String,See Thru Green,Solid,,899.00
Ernie Ball Music Man,,,,,,,,,3499.00
Schecter,Unknown,,,1929,6,Black,Solid,Left handed,1099.00
Ibanez,,,,,,,,,1199.99
Unbranded,,Mahogany,,Stratocaster Artist Series,6 String,Black,Solid,Right-Handed,299.99
Fender Custom Shop,,,,,,,,,3850.00
Dean,,,,,6,Black,,,899.00
Ernie Ball Music Man,,,,,,,,,2199.00
NO BRAND,,,,,,,,,517.55
PRS,,,,,,,,,4390.00
Ibanez,,Mahogany,,JEMJR,6 String,Neon Pink,Solid,Right-Handed,499.99
Ernie Ball Music Man,,,,,,,,,3499.00
Mosrite,,,,Junior,,,Junior,,1250.00
Mayones Guitars,,,,,,,,,4935.00
Ernie Ball Music Man,,,,,,,,,3049.00
Legator,,,,,,,,,2299.00
Unbranded,2018,,,,6 String,Red,Solid,Right-Handed,319.00
Custom Design Shop,Current,Mahogany,Human 2TQ-6,Custom HoneyComb,6 String,Quilted Gold & Black,Solid,Right-Handed,381.95
D'Angelico,,,,,,,,,1599.20
Unbranded,2019,Mahogany,,,6 String,Same as photo,Solid,,288.00
Ibanez,,,,RG721,,,RG721,,779.00
Fender,,,,,,,,,1500.00
Dean,,,,,6,White,,,999.00
Human,Current,Mahogany,Gloss Series,Custom CB 6,6 String,Custard Blonde,Solid,Right-Handed,289.95
Gretsch Guitars,,,,,,,,,2199.99
Starshine,2018,Mahogany,Starshine,SR-RLP-C11,6 String,Green,Solid,Right-Handed,304.40
Hagstrom,,Solid Wood,,Super Viking,6 String,Tobacco Sunburst,Semi-Hollow,,599.00
Hagstrom,,,,FANT-BLK-U,6 String,Black,Solid,,899.99
Pignose,,,,,,,,,285.64
Mitchell,,,,,,,,,299.99
Custom Shop,Current,Basswood,Custom JEM Compatible,Custom S-IJEM,6 String,Red Sunfire,Solid,Right-Handed,394.95
Ernie Ball Music Man,,,,,,,,,2899.00
Unbranded,2019,Mahogany,,,6 String,Same as in the photo,Solid,,288.00
Unbranded,2019,Solid Wood,,SP100001,6 String,brown,Solid,,299.90
ESP,2016,,,ESNAPASMBURNER,6,Natural,Solid,Right handed,3499.00
Schecter,Unknown,,,811,6,Other,Solid,Right handed,699.00
Unbranded,2019,Mahogany,,,6 String,Same as photo,Solid,,299.00
,,,,,,,,,466.00
Music Palace,1959,Mahogany,,Custom,6 String,Brown,,Right-Handed,362.90
Ernie Ball Music Man,,,,,,,,,2899.00
Unbranded,2019,,,AL-LY112,6 String,,,Right-Handed,296.57
Unbranded,2018,,,,6 String,Red,Solid,Right-Handed,319.00
Dean,,,,,7 String,Black,,,699.99
Dean,,,,,6,Natural,,,949.00
Scoop,,,,Order 1 Hum Guitar,,,Order 1 Hum Guitar,,705.00
Schecter,Unknown,,,184,6,Red,Solid,Right handed,819.00
Ibanez,,,,,,,,,899.99
Ernie Ball Music Man,,,,,,,,,3499.00
ESP,,,,,6,Black,Solid,,7995.00
Peavey Blowout,,,,PEV13-3021050-JB2,6 String,Multi-Color,,,1499.99
Ernie Ball Music Man,,,,,,,,,2049.00
Schecter,Unknown,,,119,8,Black,Solid,Right handed,979.00
Unbranded,,,,,,,,Right-Handed,329.87
Unbranded,,Basswood,,,6 String,Brown,,,280.00
ESP Guitar,,,,LTD BUZ-7 QM STBLK,,,,,1249.00
Schecter,,,,C-7,7 String,,,,999.00
TOMSON,,,,SPLENDOR SERIES,6 String,,,,499.99
total Music Source,,,,,,,,,559.99
Dean,,,,MASTYRANTXSPLT,6 String,,Solid,,359.00
Human Custom Guitar Shop,Current,Mahogany,Human RWM6,Custom RWM-6,6 String,Vintage Red Wine Gloss,Solid,Right-Handed,369.95
Schecter,2018,,,SCHECTER1278,7,Purple,Solid,Right handed,879.00
ESP LTD,Unknown,,,GH-600 BLK,6,Black,Solid,Right handed,1049.00
ESP LTD,,,,,6,Black,Solid,,899.00
Music Palace,,Mahogany,,Custom,6 String,Yellow,Solid,Right-Handed,419.90
ESP LTD,,,,,6,,Solid,,1149.00
Ibanez,,,,ARTCORE AS103BM-ABR-12-01,,,,,1199.95
Ernie Ball Music Man,,,,,,,,,3499.00
Music Palace,1959,Mahogany,,Custom,6 String,Silver Burst,,Right-Handed,362.90
Ibanez,,,,,,,,,1399.99
FUJIGEN,,,,NCTL-10M,,,NCTL-10M,,1015.00
Fender Custom Shop,,,,,,,,,3850.00
Star,2018,Solid Wood,,TLC85,6 String,Brown,Solid,,299.90
Unbranded,2018,,,,6 String,Wood color,Solid,Right-Handed,418.00
Schecter,,,,Hellraiser Hybrid PT-7,6 String,Purple,Solid,,1089.00
Ernie Ball Music Man,,,,,,,,,3249.00
Ibanez,,,,,,,,,2299.99
Schecter,2017,,,1284,6,White,Solid,Right handed,799.00
Dean,,,,,6 String,Black,,,349.00
Ernie Ball Music Man,,,,,,,,,3499.00
NO BRAND,,,,,,,,,546.78
ELK,,,,,,,,,1003.35
Hagstrom,,,,FANT-TSB-U,6 String,Sunburst,Solid,,899.99
Eastman,,,,,,,,,1702.00
Ernie Ball Music Man,,,,,,,,,2049.00
Schecter,Unknown,,,221,6,Green,Solid,Right handed,999.00
Fernandes,2011,,,,,Black,Electric Guitar,,1050.00
ESP LTD,Unknown,,,LTD Will Adler Warbird,6,Black,Solid,Right handed,849.00
Schecter,Unknown,,,1788,6,Red,Solid,Right handed,839.00
Jackson,N/A,N/A,,R-,N/A,N/A,,Right-Handed,553.00
Daisy Rock Guitars,,,,DR6759,,,,,319.00
Legator,,,,,,,,,999.00
ESP,,,,EC-1000,6 String,See Thru Purple,Solid,,899.00
Unbranded,2018,,,,6 String,Blue,Solid,Right-Handed,289.00
Photogenic (Photogenic),,,,,,,,,369.00
Schecter,2015,,,1250,6,Natural,Solid,Right handed,999.00
Ibanez,,,,,7,Brown,,,1299.99
Ernie Ball Music Man,,,,,,,,,3249.00
Schecter,Unknown,,,1793,6,Black,Solid,Right handed,949.00
Blade,,,,Durango,,,,,1138.00
Fender Custom Shop,,,,,,,,,4250.00
Jackson,,,,,,,,,949.99
Schecter,,,,,6,Natural,Solid,,999.00
Ibanez,,,,,,,,,399.99
Eastwood,,,,,6 String,,Solid,Right-Handed,599.00
Dean Guitars,,,,,,,,,499.00
Schecter,,Maple,,,6 String,,Solid,,399.00
Tokai,1986,,,mat,6 String,White,Solid,right,499.95
Danelectro,,,,,,,,,699.00
Yamaha,,,,,,,,,700.88
Ernie Ball Music Man,,,,,,,,,2249.00
Schecter,Unknown,,,1922,6,Black,Solid,Right handed,949.00
Fender Custom Shop,,,,,,,,,4240.00
GrassRoots,,,,S-G-LP60S,,,,,644.00
Ernie Ball Music Man,,,,,,,,,2049.00
Legator,,,,,,,,,2399.00
Schecter,Unknown,,,810,6,Black,Solid,Right handed,699.00
ESP LTD,2019,,,LMH1000HSQMVSHFD,6,Purple,Solid,Right handed,1049.00
Dean,,,,,,,,,499.00
Beijing Midi School of Music,2001,wood,,Custom,6 String,White,Strat,,449.95
Ibanez,,,,,7,Brown,,,1299.99
Ernie Ball Music Man,,,,,,,,,2049.00
ESP Guitar,,,,ESP-PACKAGE-122,6 String,Red,,,949.00
Ernie Ball Music Man,,,,,,,,,3049.00
Brownsville,,,,,,Red,Semi-Hollow,,345.00
Hagstrom,,,,FANT-WHT-U,6 String,White,Solid,,899.99
ESP,,Mahogany,,,6 String,Snow White,Solid,,1249.00
GrassRoots,,,ESP,LUNA SEA SUGIZO MODEL,,Black,,Right-Handed,474.50
Ibanez,2016,,,RGDIX6MPB,6 String,Surreal Blue Burst,RG,,899.99
Unbranded,,,,,,,,,339.00
Custom Shop,Current,Basswood,Custom JEM Compatible,Custom S-IJEM,6 String,Red Sunfire,Solid,Right-Handed,394.95
Ernie Ball Music Man,,,,John Petrucci Signature Arctic Dream Electric Guitar,,,,,2299.99
ESP LTD,2018,,,LEC1008ETBLK,7,Black,Solid,Right handed,1249.00
Gretsch Guitars,,,,,,,,,2799.99
Schecter,2018,,,SCHECTER299,6,Black,Solid,Right handed,899.00
Music Palace,2019,Mahogany,,Custom,6 String,Matte Tobacco Burst,,Right-Handed,342.90
Schecter,2017,,,292,6,Black,Semi Hollow,Right handed,899.00
Dean,,,,,6 String,Black,,,869.00
ESP,2018,,,MH-1000NT,6 String,See Thru Purple,Solid,,799.00
Unbranded,2019,Mahogany,,,6 String,Same as photo,Solid,,398.00
Unbranded,2018,,,,6 String,Yellow,Solid,Right-Handed,296.00
Fender,,Mahogany,,,,,Solidbody,,724.99
ESP,,,,,,,,,769.00
Schecter,2017,,,SCHECTER1740,6,Black,Solid,Right handed,979.00
Eastwood,,,Bill Nelson,Astroluxe Cadet,6 String,Creme,Semi-Hollow,Right-Handed,1499.00
Music Palace,,Mahogany,,Custom,6 String,Brown,Solid,Right-Handed,479.90
,,,,,,,,,479.00
Schecter,Unknown,,,1795,6 String,Red,Solid,Left handed,889.00
FUJIGEN,,,,NSG100-CH,,,,,890.00
Ibanez,,,Ibanez RG,Standard Model,,Blue Moon Burst,,,629.07
Ibanez,,,Ibanez RG,Standard Model,,Sapphire Blue,,,634.90
Ibanez,,,Ibanez RG,Standard Model,,Sapphire Blue Flat,,,598.00
ESP,,,,,,,,,1299.00
Ernie Ball Music Man,,,,,,,,,3499.00
Star,2018,Acrylic,,AC520,6 String,Nature,Solid,,419.90
Ernie Ball Music Man,,,,,,,,,2099.00
,,,,,,,,,557.00
Legator,,,,,,,,,1699.00
Unbranded,2019,Mahogany,,,6 String,Same as photo,Solid,,329.00
NO BRAND,,,,,,,,,545.20
Dean,,,,,6,Red,,,799.00
YAMAHA,,,,,,,,,671.00
Ernie Ball Music Man,,,,,,,,,3249.00
Dean,Unknown,Mahogany,,VMNT RIP,6 String,Other,Solid,Right handed,1229.00
Schecter,Unknown,Maple,,1846,6 String,Brown,Semi-Hollow,Right handed,899.00
ESP,,,,,,,,,899.00
ESP,,,,,,,,,1299.00
Jackson,,,,,,,,,2899.99
Ernie Ball Music Man,,,,,,,,,3699.00
Music Palace,,Mahogany,,Custom,6 String,Red,,Right-Handed,332.90
Music Palace,,Mahogany,,Custom,,Brown,,Right-Handed,569.90
,,,,,,,,,547.00
ESP,,Mahogany,,,6 String,,Solid,,1249.00
NO BRAND,,,,,,,,,517.55
Fender Custom Shop,,,,,,,,,3850.00
Schecter,2018,,,SCHECTER1359,6,Black,Solid,Right handed,1329.00
Jackson,,,,,,,,,949.99
Hagstrom,,,,VIKB-WCT,,,Hollow Body Bass,,909.99
Gibson,,,,Explorer,6 String,Cherry,Solid,Right-Handed,1199.99
ESP,,,,,6,,Solid,,1999.00
P&P,2018,Solid Wood,,PS7,7 String,Mix,Solid,,299.90
Hagstrom,,,,,6 String,,,,559.99
Fernandes,,,,LA-85KK,,,,,299.99
Schecter,,,,,6,Natural,Solid,,4500.00
Human,Current,Mahogany Body,Classic Compatible,Custom Gloss Purple,6 String,Purple Tiger Flame,Solid,Right-Handed,379.95
Schecter,2018,,,SCHECTER1276,6,Purple,Solid,Right handed,799.00
Pignose Pigunosu,,,,,,,,,329.67
ESP LTD,Unknown,,,LTD M-1000SE,6,Natural,Solid,Right handed,959.00
YAMAHA,,,,,,,,,350.00
Unbranded,2018,Solid Wood,,SP1000,6 String,Purple,Solid,,299.90
Jackson,,,,,,,,,949.99
Starshine,2018,Solid Wood,,ESPS-81,6 String,Black,Acrylic,,289.90
Unbranded,2018,,,,6 String,Blue,Solid,Right-Handed,289.00
Fender Japan,,,,STR-75M,6,Cherry Sunburst,,Right,830.99
,,,,,,,,,323.00
Music Palace,,Mahogany,,Custom,6 String,Gray,Solid,Right-Handed,449.90
Legator,,,,,,,,,2399.00
Music Palace,,Basswood,,Custom,6 String,,,Right-Handed,417.90
Unbranded,2019,Maple,,YL-HLVS,6 String,VS,Semi-Hollow,Right-Handed,314.90
Ernie Ball Music Man,,,,,,,,,2999.00
FUJIGEN,,,,JST-5R,,,,,594.00
Schecter Guitar Research,,,,,,,,,1107.92
Schecter,Unknown,,,103,6,Red,Solid,Right handed,979.00
ESP LTD,2019,,,LEC1000TFMHBSF,6,Sunburst,Solid,Right handed,999.00
Legator,,,,,,,,,1999.00
ESP,,,,,6,,Solid,,1699.00
Sterling by Music Man,,,,,,,,,799.99
Unbranded,2019,,,AL-LY65,6 String,Nature,,Right-Handed,329.65
Ernie Ball Music Man,,,,,,,,,2999.00
Strictly 7 Guitars,,Ash,,Cobra Special 8,6 String,,Cobra Special 8,Right-Handed,3396.99
Zemaitis,2016,,,CS24MF,6 String,Black,Solid,,9995.00
Bguitars,,,,,,,,,1499.99
Legator,,,,,,,,,2399.00
YAMAHA,,,,,,,,,1222.00
Schecter,Unknown,,,1811,7,White,Solid,Right handed,1019.00
ESP LTD,2019,,,LEC1001TCTMSW,6,White,Solid,Right handed,1099.00
,,,,,,,,,557.00
Ernie Ball,,,,,,,,,2564.10
Gisten,2019,,,Custom,6 String,,,,339.00
Hagstrom,,,,PASS-BLK,6 String,Black,Solid,,849.99
Unbranded,2018,,,,6 String,Red,Solid,Right-Handed,319.00
ESP,,,,,6,Other,Solid,,2699.00
Jackson,,,,,,,,,699.99
starshine,2018,Solid Wood,,LPS05,6 String,GOld,Solid,Right-Handed,406.89
Schecter,Unknown,,,1809,6,White,Solid,Right handed,949.00
Ernie Ball Music Man,,,,,,,,,2999.00
Music Palace,,Mahogany,,Custom,6 String,Brown Suburst,,Right-Handed,362.90
Dean,,,,,6,Sunburst,,,399.00
YAMAHA,,,,RGS112P,6 String,,,,399.99
ESP,,,,,,,,,1299.00
FERNANDES,,,,TE-95HT,,,TE-95HT,,947.00
Fender Custom Shop,,,,,,,,,4240.00
Greco,,,,,,,,,616.57
Ernie Ball Music Man,,,,,,,,,3499.00
ESP,,,,,,,,,1299.00
Music Palace,,Mahogany,,Custom,6 String,Gray,,Right-Handed,384.90
Dean,Unknown,,,MAB1,6 String,Other,Solid,Right handed,1249.00
ESP,,,,,6,,Solid,,4999.00
Schecter,Unknown,,,247,6,Black,Solid,Right handed,749.00
Schecter,,,,,,,,,1469.00
Ormsby,,,,,,,,,1550.00
Unbranded,2019,,,,6 String,Green,Solid,Right-Handed,369.00
,,,,,,,,,542.00
Paul Reed Smith,,,,,,Black,,,1178.00
Music Palace,2019,Mahogany,,Custom,6 String,Dragon Inlay,,Right-Handed,572.90
Schecter,2012,,,SD-II-24-BW-Red,5 strings,Black Cherry,Solid,Right,798.00
Yinfente,,,,24,6 String,Clear,Solid,Right-Handed,349.00
Coolz,,,,,,,,,1179.48
Music Palace,,Basswood,,Custom,6 String,Red,Solid,Right-Handed,503.90
Jackson,,Basswood,,,,,Solidbody,,699.99
ESP,,,,,,,,,959.20
Schecter,Unknown,,,133,8,Red,Solid,Left handed,1029.00
Music Palace,,Mahogany,,Custom,6 String,Gray,Solid,Right-Handed,362.90
Unbranded,2019,Basswood,,AL-LY56,6 String,,,Right-Handed,329.65
NO BRAND,,,,,,,,,1026.28
Ernie Ball Music Man,,,,,,,,,3499.00
Human,Current,Mahogany,Classic Spalted Dragon,Custom Shop Abalone Dragon,6 String,Natural Spalted Wood,Solid,Right-Handed,519.95
Schecter,2018,,,SCHECTER1277,6,Blue,Solid,Right handed,799.00
Fernandes,Unknown,Unknown,,ZO-3 DIGI-ZO,6 String,Blue,Solid,Right-Handed,598.80
Ibanez,,,,,,,,,1899.99
Gretsch,2018,,,G6609,6 String,Black,Solid,,2299.99
Photogenic (Photogenic),,,,,,,,,399.48
Ernie Ball Music Man,,,,,,,,,2049.00
Ibanez,,,,RG,,,,,999.99
GROTE,2019,solid wood,,LP,6 String,Red,Solid,Right-Handed,329.00
Spectrum,,,,,,,,,1749.99
ESP,,,,LTD FRX-400,6 String,Black Satin,Solid,,639.00
ACEPRO,2019,Solid Wood,,AE-600 HS,6 String,Honey Burst,Solid,,315.00
Unbranded,,Mahogany,,Custom,,,Solid,,329.99
FERNANDES,,,,,,,,,311.77
NO BRAND,,,,,,,,,493.97
Ibanez,,,,ART120QA,,Transparent Blue Burst,,,349.99
P&P,2018,Solid Wood,,RLP215,6 String,Honey,Solid,,339.90
,,,,,,,,,472.00
FUJIGEN,,,,NST11MAH-SBB/01,,,NST11MAH-SBB/01,,1226.00
Ernie Ball Music Man,,,,,,,,,2099.00
Ernie Ball Music Man,,,,,,,,,3499.00
