Brand,Year,Material,ProductLine,Model,StringConfiguration,Color,BodyType,Hand,Price
Fender,,,,,,,,,1549.99
Schecter,,,,Hellraiser SOLO-II,6 String,White,Solid,,839.00
ESP,,,,,7,,Solid,,2399.00
ESP,,,,EV-7,7 String,Black,Solid,,2099.00
DEAN,,,,GS TBZ,6 String,Brown,,,629.00
Danelectro,,,,,,,,,799.00
Jackson,,,,,,,,,999.99
Ibanez,,Maple,,,6 String,,Semi-Hollow,,2899.99
Washburn,,,,PXV26FRCK-D-U,,,,,869.00
Schecter,,,,,,,,,1119.00
Washburn,,Alder,,,,,Solidbody,,2499.00
Schecter,2019,,,Banshee Extreme-6 FR,6 String,Ocean Blue Burst,Solid,Right-Handed,579.00
Samick,,,,Avion,6 String,Cherry Sunburst,Solid,,288.88
ESP LTD,,,,,6,Brown,Solid,,429.00
G&L,,,,,,,,,1399.99
G&L,,,,,,,,,1599.99
PRS,,,,,,,,,4200.00
Schecter,,,,,6,White,Solid,,839.00
Jackson,,,,,,,,,462.88
Suhr,,,,,,,,,5200.00
Ibanez,,Mahogany,,,,,Solidbody,,599.99
Fender,,Alder,,,,,Solidbody,,1749.99
Dean Guitars,,Mahogany,,,,,Solidbody,,629.00
ESP,,,,,,,,,749.00
Vola,,,,,,,,,1499.00
Schecter,,,,,,,,,1699.00
Supernova,,,,,,Red,,,875.00
,,,,,,Green,,,350.00
Unbranded,,Solid Wood,,SG,6 String,Custom carved and painted,Solid,,1000.00
Fender,,Alder,,,,,Solidbody,,499.99
Fender,,Alder,,,,,Solidbody,,699.99
Archer,,,,Josh Rouse Signature Series,6 String,Tobacco Sunburst,Archtop,,599.00
Fender,,,,,,,,,1999.99
Jackson,,,,,,,,,694.88
Schecter Guitar Research,,,,,,,,,999.00
D'Angelico,,,,,,,,,1579.00
Fender,,,,,,,,,999.99
ESP,2018,Mahogany,,MH-400NT M,6 String,Natural Satin,Solid,,749.00
Schecter,2019,,,1346,6,Black,Solid,Right handed,1259.00
PRS,,,,,,,,,849.00
Jackson,,,,2914007503,6 String,Gloss Black,Solid,Right-Handed,759.99
Fender,,,,,,,,,791.88
,,,,STRATOCASTER,,,,,900.00
D'Angelico,,,D'Angelico Ludlow,Deluxe Ludlow,6 String,Vintage White,Solid,Right-Handed,959.00
Ibanez,,,,,6 String,,Semi-Hollow,,399.99
Schecter,,,,,6,Natural,Solid,,699.00
Schecter Guitar Research,,,,,,,,,699.00
Stellar,,Flametop maple,,Mercury 001 Elite,6 String,Blue,Solid,,299.99
Fender,,Alder,,,,,Solidbody,,1024.99
Ibanez,,,,,,,,,1099.99
Schecter Guitar Research,,,,,,,,,599.00
Ibanez,2019,Ash,Axion Label,RGD71AL,7 String,Antique Brown Stained Burst,Solid,Right-Handed,1199.99
Epiphone,,Mahogany,Epiphone Les Paul,Prophecy Custom Plus EX,6 String,Black,Solid,Right-Handed,675.00
Reverend,,,,,,,,,778.88
Jackson,,,,,,,,,2999.99
Dean,,,,Custom 750x,7 String,Black,,,479.99
Manson,2019,,,Custom,6 String,Black,Solid,Right-Handed,5000.00
Fender,,,,,,,,,1849.99
Ibanez,,,,,,,,,2399.99
Ibanez,2018,Mahogany,,,,,,,499.99
ESP,,,,E-II Luke Kilpatrick,6 String,Black,Solid,,1899.00
Fender,,,,014-4503-519,,,,,674.99
Jackson,,,,,,,,,771.88
Fender,,,,,,,,,674.99
D'Angelico,,,Deluxe EXL-1,Artcore AS73,6 String,Matte Emerald,Hollowbody,Right-Handed,1229.00
Suhr,,,,,,,,,3299.00
Stellar,,Maple Flametop,,Mercury 001 Elite,6 String,Sunburst,Solid,,299.99
Fender,,,,,,,,,1549.99
ESP,,,,EC-1000 Vintage Black with Duncans,,,,,899.00
Fibenare,,Solid Wood,,Basic Jazz,6 String,Natural Amber Burst,Solid,,6185.00
Schecter,2019,,,1298,6,Others,Solid,Right handed,1089.00
D'Angelico,,,,,,,,,599.99
Fender,,Alder,,,,,Solidbody,,674.99
Ibanez,,Basswood,,,,,Solidbody,,999.99
Fender,,,,Professional Series,6 String,Black,,Right-Handed,1449.99
Washburn,,Alder,,,,,Solidbody,,1999.00
ESP LTD,,,,,,,,Right-Handed,749.00
Schecter,,,,,6,Red,Solid,,1149.00
PRS,,,,,,,,,3700.00
Fender,,,,,,,,,899.99
Daisy Rock,,Basswood,,,6 String,,Solid,,419.00
Ibanez,,,,,6 String,,Solid,,1249.00
G&L,,,,,,,,,599.99
ESP Guitars,,,,,,,,,1349.00
Schecter,,,,,,,,,374.88
Fender,,Ash,,,,,Solidbody,,1999.99
Fender,,Alder,,,6 String,,Solid,,1224.99
ESP LTD,,,,,6,Black,Solid,,649.00
Jackson,,Poplar,,,,,Solidbody,,499.99
Yamaha,2018,Nato,,,,,,,399.99
Jackson,,,,,,,,,999.99
PRS,2019,Solid Wood,,S2 Custom 24,6 String,Moss Green,Solid,,1499.99
Hagstrom,,,,,,,,,649.00
Fender,,,,,,,,,1239.99
Ibanez,,,,,,,,,399.99
EVH,,,,,,,,,564.88
Danelectro,,,,D59 Resonator,6 String,Black,Semi-Hollow,,599.00
Prestige,,,,Custom,,Black,,,1199.00
Schecter,,,,,,,,,634.88
,,Solid Wood,,,6 String,Rustic Red,,,3500.00
ESP,2017,Mahogany,,,,,,,449.00
Suhr,,,,,,,,,2999.00
Ibanez,,Basswood,,,,,Solidbody,,1299.99
Fender,2018,,American Profesional,American Pro Stratocaster,6-String,Sienna Sunburst,Solid,Right-Handed,1499.99
ESP,,,,M-400,6 String,Black Satin,Solid,,799.00
Dean,,,,,,,,,769.00
Dean,,,,TB SEL QM,6 String,,,,550.00
Jackson,,,,,,,,,899.99
Fender,,,,,,,,,1849.99
Martin,,,,,,,,,39999.00
Schecter,,,,,12,White,Semi Hollow,,899.00
Squier,,,,,,,,,849.99
ESP,,,,WA-200,6 String,White Camo,Solid,,499.00
Schecter,2015,,,1252,7,Natural,Solid,Right handed,1049.00
ESP,,,,E-II RZK-I Burnt,6 String,Burnt,Solid,,2699.00
Ibanez,,Ash,,,6 String,Blue,Solid,,899.99
Fender,,Alder,,,,,Solidbody,,524.99
Fender,,,,,,,,,509.88
Guild,,,,,,,,,1149.00
Schecter,,,,,,,,,1229.00
Yamaha,,,,,,,,,700.88
Ibanez,,,,,,,,,3699.99
Fender,,,,,,,,,899.99
Jackson,,,,,,,,,599.99
total Music Source,,,,,,,,,998.99
Jackson,,Alder,,,,,Solidbody,,999.99
Fender,2017,,American Elite,American Elite Stratocaster,6-String,Aged Cherry Burst,Solid,Right-Handed,1999.99
Gibson,,,,,,,,,1199.00
Old Kraftsman,,Solid Wood,,Howlin Wolf,4 String,Sunburst,Solid,,499.00
Fender,,Alder,,,,,Solidbody,,699.99
Archer,,,,Josh Rouse Signature Series,6 String,Tobacco Sunburst,Archtop,,599.00
Fender,,,,,,,,,449.99
Ibanez,,,,,,,,,949.99
Ibanez,,,,,,,,,1499.99
ESP Guitar,,,,LTD B-206 SM STBLKS,,,,,569.00
Ibanez,2018,,,AZ224F,,Blue Iceberg Gradation,,,1299.99
Fender,,Alder,,,6 String,,Solid,,1749.99
Schecter,,,,,6 String,Blue,,Right-Handed,577.77
DBZ Diamond Guitars,2013,,,Hailfire,6 String,Matte Black,,,620.00
Eastwood,,Laminate,Classic,Classic 6,6 String,Natural,Semi-Hollow,,549.00
Dean Guitars,,Mahogany,,,,,Solidbody,,469.00
ESP LTD,,,,,,,,Right-Handed,449.00
Charvel,,,,,,,,,680.88
Ibanez,,,,,,,,,1899.99
ESP,,,,,,,,,1199.00
Zero Gravity,,,,FFFMSTBK,6 String,Trans Black,Solid,,799.99
Ibanez,,,,,,,,,1199.99
Ibanez,,,,,,,,,2999.99
D'Angelico,,,,Deluxe SS,6 String,Matte Cherry,Semi-Hollow,Right-Handed,1999.99
EVH,2018,Basswood,,Wolfgang Special,6,,Solid,,999.99
ESP,,,,,,,,,399.00
Dean Guitars,,,,,,,,,549.00
Ibanez,,,,AS53TKF,,,,,299.99
Jackson,,,,,,,,,578.88
PRS,,,,,,,,,4099.00
PRS,2019,Solid Wood,,SE 245,6 String,Whale Blue,Solid,Right-Handed,739.00
Porter Guitars,,,,,,,,,2799.00
Jackson,,Mahogany,,,,,Solidbody,,999.99
Yamaha,,,,,,,,,699.99
Levy Metal Enterprises LLC,2019,African Mahogany,,Lev-Paul Junior,6 String,Red,Solid,Right-Handed,799.95
Fender,,,,,,,,,3800.00
Fender,,Alder,,,,,Solidbody,,824.99
Fender,,Alder,,,,,Solidbody,,1024.99
EVH,,Maple,,Wolfgang USA,6 String,,Solid,,3299.99
Schecter Guitar Research,,,,,,,,,1119.00
PRS,2017,,,CE 24,6-String,Solana Smokewrap Burst,,Right-Handed,1999.00
Washburn,,,,,,,,,849.00
Fender Custom Shop,,,,,,,,,3750.00
Stellar,,Maple,Stellar Mercury,SSR,6 String,Red,Solid,Right-Handed,325.00
Liquid Metal,,Solid Wood,,Electric Guitar,6 String,Polished Metal,Solid,,2299.00
D'Angelico,,,,Deluxe SS,6 String,Matte Midnight,Semi-Hollow,Right-Handed,1999.99
Yamaha,,,,,,,,,299.99
Ibanez,,Nyatoh,,,,,Solidbody,,1399.99
Fender,,,,,,,,,746.88
Fender,,Alder,,,,,Solidbody,,1999.99
Fender,,,,,,,,,1320.88
Schecter,2018,,,SCHECTER1299,6,Other,Solid,Right handed,1089.00
GnL,,,,,6,,,,539.00
Ibanez,,,,,,,,,649.99
ESP,,,,EC-1000,6 String,Volcano Red,Solid,,1138.00
Giffin,,,,Micro,,,,,3100.00
Hagstrom,,,,SUVIK-DDL,,,,,749.00
Reverend,,,,,,,,,778.88
Fender,,,,,,,,,791.88
Jackson,,,,,,,,,742.88
Fender,,,,,,,,,3800.00
Fender,,,,,,,,,1449.99
Schecter,2019,,,1298,6,Others,Solid,Right handed,1089.00
Washburn,,,,,,,,,999.00
Dean,,,,,6,Black,,,399.00
GT,,,,,6 String,,Solid,,850.00
Ernie Ball Music Man,,,,,,,,,3499.00
Ernie Ball Music Man,,,,,,,,,3499.00
Fender,,,,,,,,,1688.88
Fender,,,Fender Vintera,Vintera '60s Stratocaster,6 String,Iced Blue Metallic,Solid,Right-Handed,899.99
Dean,,,,CADI SEL,6 String,,,,650.00
Michael Kelly,,,,,,,,,399.99
Schecter,,,,,,,,,949.00
Ibanez,,,,,,,,,1299.99
Esp Guitars,,,,LTD Sparrowhawk Bill Kelliher,6 String,Military Green Sunburst Satin,Solid,,1199.00
G&L Guitars,,,,,,,,,1499.99
Ibanez,2017,,,RGAIX6FM-WFF,6 String,White Frost Flat,Solid,,899.99
ESP,,,,E-II RZK-I Burnt,6 String,Burnt,Solid,,2699.00
ESP LTD,,,,,6,Sunburst,Solid,,399.00
Fender,,Alder,,,,,Solidbody,,1024.99
Ibanez,,Ash,,,,,Solidbody,,899.99
Fender,,,,,,,,,746.88
Epiphone,,,Epiphone Les Paul,Les Paul Standard,6 String,Black,,Right-Handed,595.00
Ibanez,,Maple,,,,,Semi-Hollow Body,,649.99
ESP LTD,2019,,,LM200AGRY,6,Others,Solid,Right handed,399.00
Ibanez,,,,AF,,,,,649.99
ESP,,,,,,,,,899.00
Dean,,,,,,,,,629.00
ESP,,,,,6,,Solid,,3999.00
Sterling,2018,,,,,,,,399.99
Fender,,Alder,,,,,Solidbody,,1749.99
G&L Guitars,,,,,,,,,549.99
,,,,,,,,,1079.88
Vintage,,Alder,,V52MR,6 String,Distressed Butterscotch,Solid,,499.00
ESP Guitar,,,,LTD EC-1000 FR STBLK METALWORKS,,,,,999.00
Yamaha,2018,Solid Wood,,BB434M,4 String,Tobacco Brown Sunburst,Solid,Right-Handed,449.99
Deimel,,Ash,,Firestar,6 String,,Solid,Right-Handed,4995.00
Jackson,,,,,,,,,849.99
Squier,,,,,,,,,1750.00
Fender,,,,,,,,,1549.99
Schecter,,,,,6,Blue,Solid,,299.00
Guild,,Mahogany,,S-200 T-Bird,6 String,Vintage White,Solid,Right-Handed,799.00
EVH,,,,,,,,,649.99
Fender,,,,,,,,,1199.99
Ibanez,,,,,,,,,402.88
,,,,,,,,,975.00
ESP,2018,Mahogany,,,,,,,449.00
Gretsch,,,,G6228FM PE,6 String,Bourbon Flame,Chambered,,2499.99
Schecter,,,,,9,,,,949.00
ESP,,,,,,,,,1799.00
Fender,,,,,,,,,1549.99
Schecter,,,,,,,,,634.88
Eastman Guitars,,,,,,,,,1191.00
Ibanez,,Basswood,,,,,Solidbody,,799.99
Charvel,,,,,,,,,899.99
Squier,,,,,,,,,399.99
Jackson,,,,,,,,,899.99
Jackson,,,,X Series Soloist SL4X Daphne Blue,,,,,599.99
PRS,,,,,,,,,4270.00
Ernie Ball Music Man,,,,,,,,,3499.00
EVH,,,,,,,,,1549.99
Schecter,,,,,6,Black,Solid,,489.00
Fender,2011,Alder,Squier By Fender Cyclone,Squier by Fender Cyclone,6 String,Cobalt Blue,Solid,Right-Handed,550.00
Fender,,Alder,,,,,Solidbody,,1949.99
Fender,2011,Ash,Fender Telecaster,60th Anniversary Limited Edition,6 String,Blonde,Solid,Right-Handed,2499.00
Cort,2013,,,NDX,6 String,Black,,,380.00
D'Angelico,,,D'Angelico Excel EXL,Excel EXL,6 String,Natural,Hollow,Left-Handed,1069.00
Schecter,,,,,12,White,Semi Hollow,,899.00
Dean,,,,,6 String,Black,Solid,,399.00
Fender,,,,,,,,,999.99
Fender,,,,,6 String,White,,,10000.00
Fender,,Alder,,,,,Solidbody,,1549.99
Dean,,,,,,,,,849.00
Monoprice,,Solid Wood,,610820,,,,,299.99
Fender,,,,,,,,,746.88
Gretsch,,,,,,,,,449.99
,,,,,,,,,551.88
Gretsch,,,,,,,,,699.88
Fender,,,,,6 String,White,Solid,,674.99
Fender,2019,Ash,Fender Vintera Series,Vintera '50s Telecaster,6 String,Butterscotch Blonde,Solid,Right-Handed,1049.99
Does not apply,,,,,,,,,4200.00
Jackson,,,,,,,,,479.99
G&L,,,,,6,Black,Solid,,1350.00
GnL,,,,,6,Black,Solid,,599.99
Naked,2019,Ash,,Nashville Stomper Series,6 String,Custom Painted,Solid,Right-Handed,629.99
D'Angelico,,,D'Angelico Deluxe,Deluxe DC,6 String,Matte Royal Blue,Semi-Hollow,Right-Handed,1399.00
Schecter,,,,,,,,,629.00
G&L Guitars,,,,,,,,,599.99
Jackson,,,,,,,,,539.88
ESP LTD,,,,,6,Red,Solid,,949.00
Dean Guitars,,,,,,,,,549.00
D'Angelico,,,,,,,,,1359.20
Schecter,,,,,,,,,1469.00
ESP LTD,,,,M-200FM,6 String,See Thru Red,Solid,Right-Handed,449.99
Hagstrom,,,,,,,,,749.00
Dean Guitars,,,,,,,,,499.00
Fender,,,,,,,,,674.99
Jackson,,,,,,,,,462.88
Sterling by Music Man,,,,,,,,,549.99
ESP Guitars,,,,,,,,,899.00
Washburn,,,,,,,,,999.00
Paul Reed Smith,,,,,,,,,2249.00
ESP,,,,,,,,,719.20
Dean Electric Guitars,,,,JUGGERNAUT CBK,,,,,499.00
PRS,,,,,,,,,4400.00
Ibanez,2017,Mahogany,,,,,,,899.99
PRS Paul Reed Smith,,,,,,,,,5239.00
Fender,,,,,,,,,1449.99
Ibanez,,,,,,,,,449.99
Ibanez,,Mahogany,,,,,Solidbody,,1499.99
Fender,,,,,,,,,1576.88
ESP,,,,,,,,,599.00
Jackson,,Mahogany,Jackson X,,6 String,Beige,Solid,Right-Handed,599.99
Fender Custom Shop,,,,,,,,,4000.00
Supro,2015,,,Martinique,6 String,White,Semi-Hollow,Right-Handed,699.99
PRS,,,,,,,,,4200.00
Gretsch Guitars,,,,,,,,,999.99
Dean Guitars,,,,,,,,,469.00
Fender,,Alder,,,,,Solidbody,,774.99
ESP,,,,,,,,,799.00
Fender,,Basswood,,,,,Solidbody,,1009.97
Gretsch,,Maple,,,,,Semi-Hollow Body,,449.99
Squier,,,,,,,,,1750.00
ESP,,,,,,,,,3299.00
Ibanez,,,,,,,,,1399.99
Ibanez,,,,RG6PFGMLTD - Geyser Blue Burst,,,,,1399.99
Ibanez,,,,,,,,,899.99
Jackson,,,,,,,,,599.99
Jackson,2019,Basswood,Jackson X,,6 String,Green,Solid,Right-Handed,699.99
Schecter,,,,,6,Red,Solid,,449.00
Dean Guitars,,,,,,,,,599.00
Kona,,,,,,,,,379.99
Schecter,,,,,,,,,459.00
,,,,,,,,,2895.00
Schecter,,,,,6,,,,979.00
ESP,,,,,,,,,919.20
Jackson,,,,,,,,,849.99
Dean,,,,,6,Black,,,349.00
Schecter,2019,,,3055,6,Red,Solid,Right handed,1189.00
Fender,,,,,,,,,1688.88
Dean Guitars,,,,,,,,,999.00
Jackson,,Mahogany,,,,,Solidbody,,849.99
ESP,,,,,,,,,1206.88
Jackson,,,,,,,,,462.88
Fender,2018,Solid Wood,,PowerCaster,6 String,3-Color Sunburst,Solid,Right-Handed,899.99
Fender,,,,,,,,,799.99
Legator,,,,,,,,,949.00
ESP,,,,E-II Horizon NT-II,6 String,Tiger Eye Amber Fade,Solid,,1899.00
Dean,,,,V79BB,,Blue Burst,,Right-Handed,529.00
Jackson Guitars,,,,,,,,,599.99
EVH,,,,,,,,,1599.99
Danelectro,,,,67 Dano,6 String,Yellow,Semi-Hollow,,429.00
Fender,,,,,,,,,1099.99
ESP,,,,,,,,,799.00
Guild,,,,,,,,,1299.00
Schecter,2019,,,1298,6,Others,Solid,Right handed,1089.00
Not specified,,,,,,,,,899.99
Schecter,Unknown,,,1827,6,Black,Solid,Right handed,1099.00
Jackson,,,Jackson Pro Series Signature,HT6FM,6 String,,Solid,Right-Handed,849.99
ESP,,,,,,,,,1799.00
Schecter,,,,,6,,,,899.00
Squier,,,,,,,,,399.99
Kona,,Maple,,KE35,6 String,Sunburst,Semi-Hollow,Right-Handed,479.77
Fender,2004,,Fender Telecaster,,,,,,300.00
Fender,,,,,,,,,349.99
Ibanez,,,,,,,,,649.99
Dean,,,,,6,Black,,,399.00
Jackson,,Mahogany,,,,,Solidbody,,849.99
Schecter Guitar Research,,,,,,,,,999.00
Hagstrom,,,,,,,,,874.99
Gretsch,2013,Maple,Gretsch Electromatic G5420,G5420T,6 String,Blue,Hollow,Right-Handed,849.99
ESP,2018,,,H3-1000,6 String,See Thru Purple Sunburst,Solid,,899.00
Gibson SG Style,Pre-1997,Solid Wood,Gibson SG Style,SG,6 String,Cherry,Solid,Right-Handed,6900.00
Gretsch,2019,Mahogany,Gretsch Electromatic,ELECTROMATIC JET BT,,DARK CHERRY RED METALLIC,CHAMBERED TUNED,,449.00
ESP,,,,,,,,,622.88
Ibanez,2016,,,RGIR38BFEBK,8 String,Black Flat,RG,,999.99
Fender,,,,,,,,,349.99
Schecter,,,Schecter Damien Platinum,1181,6 String,Black,Solid,Right-Handed,599.00
ESP,,,,ESP ECLIPSE BLKS,6,Black,Solid,,3999.00
ESP,,,,,,,,,919.20
Schecter,,,,,6,,,,999.00
Jackson,,,,,,,,,849.99
Dean,,,,,6,Black,,,349.00
G&L Guitars,,,,,,,,,1999.99
,,,,,,,,,492.88
Fender,,,,,,,,,674.99
Fender,,,,,,,,,499.99
Jackson,,,,,,,,,468.88
Ibanez,,,,,,,,,1499.99
Squier,,,,,,,,,605.91
Schecter,,,,,6,,,,799.00
Jackson,,,,,,,,,999.99
Ernie Ball Music Man,,,,,,,,,2099.00
ESP,,,,,6,Blue,Solid,,3495.00
,,,,,,,,,1090.88
EVH,,,,,,,,,999.99
Gretsch Guitars,,,,,,,,,2699.99
Michael Kelly,,,,,,,,,474.88
Schecter,,,,,,,,,870.21
ESP,,,,,,,,,449.00
Jackson,,,,,,,,,899.99
Fender,,,,SQUIER Strait,,,,,2399.99
Yamaha,,,,Classic,,,Classical,,620.00
Ibanez,,,,,7,Blue,,,1299.99
ESP Guitar,,,,LTD AA-600 BLKS,,,,,1099.00
,,,,,,,,,882.88
Agile,,,,,,,Solid,Left-Handed,344.45
Fender,1995,Poplar,Fender Stratocaster,Squier Series - Traditional,6 String,Black,,Left-Handed,599.00
ESP,,,,,,,,,399.00
Dean Guitars,2007,,,ML USA,6 String,Camo,,,5400.00
Jackson,2019,Basswood,Jackson X,,6 String,Green,Solid,Right-Handed,699.99
ESP,,,,,,,,,449.00
GnL,,,,,6,,,,1399.99
PRS,2018,Solid Wood,,S2 Standard 22 Satin,6 String,Charcoal,Solid,Right-Handed,999.00
Schecter,,,,,,Red,,,750.00
Schecter,,,,,6,Blue,Solid,,799.00
Dean,,,Dean ML,ML 79,,Black,Solid,,649.00
Epiphone,,,,,,,,,434.13
Martin,,Rosewood,,,6 String,,Solid,,949.00
Michael Kelly,,,,,,,,,799.99
Washburn,,Mahogany,,PXS10EDLX,6 String,Flame Trans Black,Solid,,549.00
Schecter,,,,,6,Black,Solid,,1229.00
Fender,,Ash,,,,,Solidbody,,1949.99
Schecter,,,,Synyster Custom-S LH,6 String,Satin Gold Burst,Solid,Left Handed,1299.00
Schecter,Unknown,,,1832,7,Red,Solid,Left handed,1069.00
ESP LTD,,,,,6,,Solid,,469.00
Schecter,,Solid Wood,,Sun Valley Super Shredder III,6 String,Aurora Burst,Solid,,799.00
Schecter,,,,,6,Red,Solid,,449.00
Schecter Guitar Research,,,,,,,,,399.00
Gibson,,,,,,,,,1499.00
Ibanez,,,,,,,,,799.99
Gretsch,,Maple,,,,,Semi-Hollow Body,,899.99
ESP LTD,,,,,6,Brown,Solid,,429.00
ESP,,,,Alex Skolnick,6 String,Lemon Burst,Solid,,5899.00
Jackson,,,,,,,,,999.99
Schecter,,,,,,,,,799.00
PRS,,,,,,,,,4270.00
Schecter Guitar Research,,,,,,,,,879.00
Schecter,,,,,,,,,879.00
Ibanez,,Basswood,,,,,Solidbody,,1299.99
Jackson,,,,,,,,,599.99
Charvel,,,,,,,,,799.99
Fender,,,,,,,,,2499.99
Undisclosed,,,,,,,,,360.00
ESP,,,,,,,,,1099.00
Dean,,,,,,,,,1249.00
ESP LTD,,,,,6,Black,Solid,,999.00
GnL,,,,,6,Black,Solid,,599.99
Ibanez,,,,,,,,,499.99
Michael Kelly Guitars,,,,,,,,,399.99
Jackson Guitars,,,,,,,,,599.99
Paul Reed Smith,,,,,,,,,1789.00
Fender,,,,,,,,,1949.99
Schecter,,,,,,,,,749.00
ESP,,,,,,,,,1099.00
Gretsch Guitars,,,,,,,,,2499.99
ESP,,,,,,,,,469.00
O3 Custom Guitars,,,,Xenon,6 String,Brown,Solid,Right-Handed,6000.00
Ibanez,,,,,,,,,499.99
Schecter,,,,,,,,,1299.00
Yamaha,,,,,,,,,1799.99
ESP,,,,,,,,,641.00
Gibson,2000,Mahogany,Gibson Les Paul,Les Paul Studio,6 String,Fireburst,Solid,Right-Handed,974.95
Dean,,,Dean ML,ML 79,,Black,Solid,,649.00
Guild,,,,,,,,,1299.00
ESP LTD,,,,,6,,Solid,,449.00
ESP,,,,EC256FM-STPS,,,,,449.00
Schecter,,,,,6,,,,899.00
ESP,,,,,,,,,1899.00
Dean,,,,,6,Black,,,549.00
Schecter,,,,,6,,Solid,,999.00
JACKSON,,,,JS 32 KV,,,KING V,,329.99
Danelectro,,,,,,,,,469.00
G&L,,,,,,,,,1699.99
Fender,,,,,,,,,1099.00
Suhr,,,,,,,,,2999.00
Schecter,,,,,8,,,,459.00
Fender Custom Shop,,,,,,,,,3600.00
Schecter,,,,,6,,,,949.00
Ibanez,,,,,,,,,1299.99
Legator,,,,,,,,,2399.00
Schecter,,,,,7,Black,Solid,,329.00
Fender,,Alder,,,,,Solidbody,,1649.99
Fender,,,,,,,,,299.99
Fender,,,,,,,,,349.99
Dean,,,,,,,,,629.00
Dean Guitars,,,,,,,,,749.00
Legator,,,,,,,,,1099.00
Schecter,,,,,6,,,,299.00
Schecter,,,,Keith Merrow KM-7 MK-II,7 String,Natural Pearl,Solid,,1608.00
Schecter,,,,,6,,,,1089.00
Jackson,,,,,,,,,949.99
Jackson,,,,,,,,,999.99
Jackson,,Alder,,,6 String,White,Solid,,2299.99
Ibanez,,,,AS53TKF,,,,,299.99
Eastman Guitars,,,,,,,,,1616.60
Ibanez,,Basswood,,,,,Solidbody,,1599.99
Fender,,Ash,,,,,Solidbody,,2499.99
PRS,,,,,,,,,1399.00
Ibanez,,,,,,,,,2999.99
Duesenberg,,,,Dragster,,,,,3350.00
Schecter,2007,Mahogany,,C1 Hellraiser FR,6 String,Black Cherry,Solid,Right-Handed,725.00
Suhr,,,,,,,,,3299.00
D'Angelico,,,,,,,,,599.99
Schecter,,,,,6,Brown,Solid,,599.00
Fender,,Alder,,,,,Solidbody,,2099.99
Ibanez,,,,Artcore,6 String,Tobacco Flat,Hollow AF55,Right-Handed,329.99
Vintage,,Alder,,V6MR,6 String,Distressed Sunset Sunburst,Solid,,449.00
total Music Source,,,,,,,,,1107.99
Schecter,,,,,7,Black,,,1699.00
Schecter,,,,,6,,,,949.00
Hagstrom,,,,Super Viking,,,,,874.99
Schecter,,,,Sun Valley Super Shredder III,6 String,Aurora Burst,Solid,,639.00
Fender,,,,,,,,,1099.99
Schecter,,,,,6,,,,489.00
ESP,,,,,,,,,1099.00
Schecter,,,,,,,,,950.00
Ibanez,2018,Ash,,RGIXL7,7 String,Antique Brown Stained Low Gloss,Solid,Right-Handed,899.99
Fender,,,,,,,,,1449.99
Strandberg Guitars,,,,,,,,,2095.00
ESP,,,,,6,,Solid,,3299.00
D'Angelico,,,,,,,,,1599.00
Jackson,,,,,,,,,899.99
Sterling by Music Man,,,,,,,,,599.99
ESP Guitars,,,,,,,,,949.00
Kauer Guitars,2019,,,Super Chief,6 String,Blonde,Semi-Hollow,Right-Handed,4650.00
Vintage,,,,,,,,,549.00
Jackson,,,,,,,,,449.99
Yamaha,,,,,,,,,584.99
Ibanez,2018,Ash,,RGIXL7,7 String,Antique Brown Stained Low Gloss,Solid,Right-Handed,899.99
ESP,,,,,6,,Solid,,3499.00
Ibanez,,,,AF95FM - Antique Yellow Sunburst,,,,,649.99
ESP LTD,,,,,6,,Solid,,1099.00
ESP,,,,,,,,,999.00
Schecter,,Mahogany,,,,,Solidbody,,899.00
PRS,,,,,,,,,2299.00
Ibanez,,Maple,,,,,Hollow Body,,499.99
Schecter,2019,,,PT Fastback II-B,6 String,Metallic Red,Solid,Right-Handed,599.00
Hagstrom,,Maple,,,,,Semi-Hollow Body,,629.00
Squier,,,,,,,,,349.99
Fender,,,,,,,,,1099.00
ESP,,,,,,,,,949.00
Schecter,2017,,,302,6,Natural,Solid,Right handed,1399.00
PRS,,,,,,,,,2299.00
Dean Guitars,2019,,,Select Thoroughbred Select QT GN,6 String,Quilt Maple Natural,Solid,,999.00
PRS,2019,Solid Wood,,CE 24,6 String,Trampas Green,Solid,,1999.00
ESP,,,,,,,,,1199.00
Squier,,,,,,,,,399.99
Ibanez,,Nyatoh,,,,,Solidbody,,1099.99
Dean,,Mahogany,,Airbrushed Guitar,6 String,Airbrush Skeleton,Solid,Right-Handed,3995.00
Schecter Guitar Research,,,,,,,,,1089.00
Fender,,Ash,,,,,Solidbody,,1849.99
Gretsch,,Maple,,,,,Semi-Hollow Body,,2799.99
Dean,,,,,6,Sunburst,,,1199.00
Fender,,Alder,American Professional,,Fender® USA,Antique Olive,Stratocaster®,Right-Handed,1291.99
ESP,,,,,7,,Solid,,2995.00
Schecter,,,,,6,,,,999.00
ESP,,,,,6,Others,,,4199.00
ESP Guitars,,,,,,,,,1399.00
Jackson,,Poplar Burl,,Soloist SL2P,6 String,Aqua Shok,Solid,,769.00
Vintage,2019,,,V100CS,6 String,Cherry Sunburst,Solid,Right-Handed,499.00
Dean Guitars,,,,,,,,,1229.00
Fender,,Alder,Fender Stratocaster,Deluxe HSS,6 String,Tobacco Burst,Stratocaster,,824.99
