Brand,Year,Material,ProductLine,Model,StringConfiguration,Color,BodyType,Hand,Price
Washburn,,,,,,,,,899.00
Music Man,,,,,,,,,3499.00
Unbranded,,,,,,,,,915.00
,,,,,,,,,479.00
Music Palace,,Mahogany,,ES-335,6 String,White,Hollow,Right-Handed,536.90
PRS,,,,,,,,,4770.00
FENDER JAPAN,,,,,,,,,443.00
Charvel,,,,,,,,,2899.99
Fano,,Alder,,Alt De Facto JM6,6 String,Sonic Blue over 3-Tone Sunburst (Heavy Distressed),Solid,,3240.00
Dean Guitars,,,,,,,,,849.00
Dean Guitars,,,,,,,,,299.00
G&L Guitars,,,,,,,,,499.99
NO BRAND,,,,,,,,,546.78
FENDER JAPAN,2000,,,ST71-140YM,6 String,,,,1249.99
PANGO,2019,Acrylic,Pango Music,PAG-161,6 String,Transparent,Solid,Right-Handed,289.00
Gibson,2000,Maple,Gibson Les Paul,Les Paul Classic,6 String,,,Right-Handed,1879.00
Tyler Guitars Japan,,,,,,,,,2480.00
Fender,,,,,,,,,349.99
Fender,,Alder,,,,,Solidbody,,1949.99
ESP LTD,,,,,6,Natural,Solid,,959.00
Fender,,,,,,,,,3750.00
Fender,,,,,,,,,1320.88
Budagov,,Basswood,,,6 String,Black,,,299.99
Music Palace,,Mahogany,,Custom,6 String,,,Right-Handed,489.90
Ibanez,,,,,,,,,1599.99
ESP,,Mahogany,,LIRONCROSSSW,6 String,White,Solid,,1249.00
PRS,,,,,,,,,3840.00
Fender Japan,,,,,,,,,940.00
Ibanez,,,,AFJ95,6 String,,,,500.00
Ibanez,,,,,,,,,499.99
Ibanez,,,,,,,,,1999.99
Jackson,,,,,,,,,949.99
Dean Guitars,,,,,,,,,599.00
GuitarKit.Store,2019,Acrylic,GuitarKit.Shop,AG-158,6 String,NO color,Solid,Left-Handed,287.00
FENDER JAPAN,1989,,,STS-55,6 String,,,Right-Handed,999.99
MUSICMAN,,,,CUTLASS BA BLK/R BK,4 String,,,Right-Handed,1349.99
Music Palace,1959,Mahogany,,Custom,6 String,Red,,Right-Handed,514.90
SCHECTER,,,,AD-A7X-SS-CTM,6 String,,,,899.99
NO BRAND,,,,,,,,,792.70
Squier,,,,,,,,,349.99
Schecter,,,,,12,White,Solid,,1049.00
Schecter,,,,,,,,,1329.00
Guild Guitars,,,,,,,,,599.00
PRS,,,,,,,,,1058.88
Tom Holmes,,,,BG Standard,6 String,Silver Sparkle,Solid,Right-Handed,1299.99
Givson,,Basswood,,Rose 03,6 String,Brown in High Gross,,Right-Handed,599.99/ea
BACCHUS,,,,BJ SERIES,6 String,,,,449.99
Ariapro II,,,,FL,6 String,Black,,Right,517.00
,,,,,,,,,291.00
Supro,,,,,,,,,1199.00
G&L Guitars,,,,,,,,,499.99
PRS,,,,,,,,,1999.00
Fender,1999,Alder,,,6 String,Black,Solid,,525.00
PRS,,,,,,,,,1999.00
Unbranded,,,,,,,,,609.00
Fender Japan,,Basswood,Fender Japan ST,ST-43J,6 String,Blue,,Right-Handed,693.00
ESP,,,,MA Series,6 String,,,,749.99
pango,2018,Acrylic,Pango Music,PAG-020,6 String,Transparent,Solid,,299.00
Strictly 7 Guitars,,Ash,,Cobra JS6,6 String,,Cobra JS6,Right-Handed,1260.99
GRECO,1989,,,TB Thunder Bird Type,4 String,,,Right-Handed,949.99
Paul Reed Smith,,,,,,,,,798.00
PRS,,,,,,,,,1058.88
Fender,,Alder,,,,,Solidbody,,1949.99
Fender,,,,,,,,,1099.99
PRS,,,,,,,,,1436.88
EVH,,,,Strided Red with Black Stripes,,,,,1275.00
FENDER MEXICO,,,,Stratocaster,6 String,,,,899.99
Schecter,,BURL,,AD-C-6-PRO,6 String,,AD-C-6-PRO,Right-Handed,831.99
Schecter,Unknown,Unknown,,AR-06/P,6 String,Unknown,Solid,Right-Handed,930.38
Edwards,,,,E-SN-ALR.22/SSH,6 String,,E-SN-ALR.22/SSH,Right-Handed,808.99
Yamaha,,Spruce,,AE-2000,6 String,,AE-2000,Right-Handed,1680.99
,,,,,,,,,868.88
Fender,,,,,,,,,599.99
Fender,,,,,,,,,1099.99
Ibanez,,,,,,,,,1799.99
PRS,2019,,SE,SE Santana,,Santana Yellow,Santana,Right-Handed,719.00
Epiphone,,,,Les Paul Custom,6 String,Black,Solid,Right-Handed,899.99
ESP,,,,,6,,Solid,,1799.00
Greco,,,,SE-800N,,,,,1140.00
BRIAN,,,,SG TYPE,6 String,,,,499.99
Fender,,,Fender Stratocaster,,,,,,644.00
ESP,,,,A-I,,,,,2337.00
Supro,,,,,,,,,1199.00
PRS,,,,,,,,,2299.00
Fender,1999,Alder,,,6 String,Black,Solid,,525.00
EVH,,,,,,,,,880.88
ESP,,,,,,,,,1399.00
Fender,,,,,,Blue,,,927.00
Abashi Guitars,,,,Custom7,7 String,Brown,,Right-Handed,6091.99
Schecter,2014,,,USACETKTB,6,Brown,Solid,Right handed,2999.00
Gibson,,,,S-1,,Black,,,1422.00
Fender Japan,,Solid Wood,,MG69-65,6 String,Natural,Solid,,685.00
,,,,,,,,,537.00
Guild Guitars,,,,,,,,,799.00
Danelectro,1959 Reissue,Masonite,,1959 Vintage 12 String,12 String,Aqua,Semi-Hollow,Right-Handed,469.00
G&L Guitars,,,,,,,,,529.99
Schecter,,,,,,,,,1178.00
Yamaha,,,,,,,,,899.99
Ibanez,,,,AT10RP-CLW,,,AT10RP-CLW,,1158.00
Epiphone,,,,,,,,,765.22
ARANJUEZ,,,,710,6 String,,,,949.99
YAMAHA,,,,,,,,,299.11
SCHECTER,,,,,6 String,Natural,Solid,Right-Handed,999.99
BURNY,,,,LP TYPE,6 String,,,,449.99
Alembic,1998,,Alembic Orion,Orion,6 String,Natural,Solid,Right-Handed,4300.00
Skervesen,,,,,,,,,3099.00
Fender,,,,,,,,,924.99
Washburn,,,,PXL20EWH-D-U,,,,,849.00
Gretsch,2019,Maple,,,6 String,Brown,Semi-Hollow Body,Right-Handed,549.99
GRASSROOTS,,,,G-JB-55R/WH,4 String,,,Right-Handed,349.99
Fender,1996,,Fender Stelecaster,Stratocaster,,Red,,Right,1701.00
FERNANDES,,Alder,,FR-55,6 String,Black,Solid,,390.00
Suhr,,,,,,,,,2690.00
Greco,,Basswood,,Apollo,6 String,Gold,Solid,,663.00
EDWARDS EDWARDS,,,,,,,,,1423.00
Vintage,,,,,,,,,499.00
ESP,,Alder,,Horizon NT-7B Hipshot,7 String,Purple Sparkle,Solid,,1899.00
Daisy Rock,,,,,,,,,349.99
ESP,,Alder,,,6 String,Black,Solid,,2300.00
Michael Kelly,,,,,,,,,599.99
Fender Japan,,,,ST62-US,,,,,955.00
Fender,,,,,6 String,,,,1199.99
YAMAHA,,,,,,,,,1600.86
Gibson,,,,LPJ,,,,,976.00
Nik Huber,,,,,,,,,5920.00
Pignose Pigunosu,,,,,,,,,371.98
ESP,,Alder,,,6 String,Black,Solid,,2300.00
Gretsch,,,,,,,,,1675.88
Schecter,,,,,,,,,1329.00
Fender,,Alder,Fender Telecaster,American Elite Telecaster,6 String,Mystic Black,Solid,Right-Handed,1399.99
Fender,,,,,,,,,924.99
pango,2019,Acrylic,Pango Music,PAG-156S,6 String,Transparent,Solid,Left-Handed,289.00
Music Palace,,Mahogany,,,6 String,Red,Semi-Hollow,Right-Handed,431.90
Gibson,,Maple,,Les Paul Custom,6 String,White,Solid,,2591.00
EDWARDS,,,,E-K-GA/TM,,,,,779.00
Schecter,,Ash,,AC-Y6/SIG,6 String,,AC-Y6/SIG,Right-Handed,3016.99
Ibanez,,,,,,,,,449.99
Fender,,Alder,,Eric Clapton Stratocaster,6 String,,Solid,,1649.99
Gibson,2016,Maple,Gibson Les Paul,Les Paul Special,6 String,Tea Burst,Semi-Hollow,Right-Handed,1595.99
Guild Guitars,,,,,,,,,799.00
Ibanez,,,,AFJ95,6 String,,,,500.00
DIAMOND GUITARS,,,,,,,,,1417.40
Gibson,2007,,Gibson SG,SG Special,,,,,833.00
FERNANDES,,,,,,,,,460.26
Verve Custom,2018,Alder,,,6 String,,Solid,Right-Handed,1699.00
Unbranded,2019,Laminate,,AL-LY192,6 String,Black,,Right-Handed,333.95
Ibanez,,Maple,Ibanez SRG,SRG-420,6 String,,,Right-Handed,641.00
Gretsch Guitars,,,,,,,,,2699.99
Fender,,Alder,Fender Special Run,,6 String,Brown,Solid,Right-Handed,550.00
Ibanez,,,,,,,,,449.99
Fender,,,,,,,,,1449.99
Jackson,,,,,,,,,462.88
Pignose,,,,PGG-200FM,,,,,316.34
Ibanez,,,,SIX6DFDFM,,,SIX6DFDFM,,898.00
SQUIER,,,,FSR STRATOCASTER,6 String,,,,399.99
FERNANDES,,,,LK-85KK,6 String,,,,699.99
Ibanez,,Maple,Ibanez SRG,SRG-420,6 String,,,Right-Handed,641.00
Greco / Fujigen,1977,,,MR-600,6 String,,Solid,,998.00
Jackson,,,,Signature Misha Mansoor Juggernaut HT6,6 String,Satin Gun Metal Gray,Solid,,549.00
Gibson,,,,,,,,,1089.88
Fender,,,,,,,,,950.88
Fender,,,,,,,,,524.99
ESP,,,,,,,,,927.88
HISTORY,,,,SH-LSV/FMUCH,6 String,,,,1199.99
Burny,,Solid Wood,,H-45,6 String,Silver,Solid,,335.00
Fernandes,,,,LA-85KK,,Red,,,349.99
ESP LTD,,,,LWAWARBIRDF,6,Black,Solid,Right handed,1099.00
PANGO,2019,Acrylic,Pango Music,PAG-109,7 String,Transparent,Solid,Right-Handed,299.00
Unbranded,2018,Solid Wood,,,6 String,Red,Solid,Right-Handed,309.00
Michael Kelly Guitars,,,,,,,,,499.99
Ibanez,,,,,,,,,899.99
Jackson,,,,,,,,,599.99
Unbranded,,,,,,,,,549.99
Fender,,,,,,,,,1699.99
GRECO,,,,EG550,6 String,,EG550,Right-Handed,1009.99
NO BRAND,,,,,,,,,660.21
Schecter,,BURL,,AD-C-6-PRO,6 String,,AD-C-6-PRO,Right-Handed,802.99
Jackson,,,,,,,,,899.99
Guild,,,,,,,,,1279.00
Hagstrom,,,,,,,,,899.99
D'Angelico,2018,,D'Angelico Premier,,6 String,White,Semi-Hollow,Right-Handed,499.00
G&L Guitars,,,,,,,,,549.99
Ibanez,,Solid Wood,,GRX-90,6 String,Blue,Solid,,404.00
SCHECTER,,Alder,,GS-1-VTR,6 String,Red,Solid,,893.00
YAMAHA,,,,SG-RR STANDARD,6 String,,,Right-Handed,649.99
Greco,,Solid Wood,,WS-STD M,6 String,Blue,Solid,,510.00
MARTIN,,,,DR,6 String,,,,1099.99
Gretsch,2019,Maple,,G2655T Streamliner Center Block Jr,6 String,Blue,Semi-Hollow,Right-Handed,483.99
G&L Guitars,,,,,,,,,579.99
Fender,2019,Alder,,Player Stratocaster,6 String,Polar White,Solid,Right-Handed,674.99
Reverend,,,,,,,,,1199.00
IBANEZ,,,,AEG10NII-TNG,6 String,,,Right-Handed,399.99
ESP,,,,Alexi Laiho,6 String,Black,Solid,Right-Handed,3799.99
Unbranded,2019,One pieceMahogany + Fingured maple Top Veneer,,Z-WW51,6 String,Heritage Cherry Fade,Solid,Right-Handed,295.90
Fender Japan,1994,,JSG-65 Jag-Stang,JSG-65 Jag-Stang,6 String,SBL,Solid,Right-Handed,957.00
Epiphone,,(Top) Maple (Back) Mahogany,,LPC-80 EB,6 String,,Solid,Right-Handed,976.00
Electromatic,,Alder,,G2618,6 String,Blue,Solid,,489.00
Suhr,,,,,,,,,3495.00
ESP,,,,,,,,,614.99
Fender,,,,,,,,,1699.99
Schecter,,,,,,,,,949.00
ESP Guitars,,,,,,,,,949.00
PRS,,Maple,,Custom 24,6 String,Sunburst,Solid,,1053.00
Gibson,,,,,,Red,,,1144.00
Handmade,2019,Basswood,,,3 String,Brown,Guitar,,380.00
Fender,2018,Ash,,Traditional 70s Telecaster Custom,6 String,Ebony,Solid,Right-Handed,680.00
,,,,,,,,,505.00
DBZ Guitars,,,,Flying-V,6 String,Black,Solid,Right-Handed,3299.99
D'Angelico,,Laminated Spruce,D'Angelico Premier,Premier EXL-1,6 String,Black,Hollow,Right-Handed,449.99
Fender,,,,,,,,,499.99
ESP,,Alder,,,6 String,Black,Solid,,1199.00
Fender,,,,,,,,,957.88
G&L Guitars,,,,,,,,,599.99
FERNANDES,,,,,,,,,706.61
FENDER JAPAN,,,,,,,,,1008.61
Guyatone,,,,LG-350T,6 String,Blue,Solid,Right-Handed,932.00
Photogenic Photogenic,,,,,,,,,383.57
GRETSCH,,Solid Wood,,G5431G,6 String,Red,Solid,,612.00
PRS,,,,,,,,,3599.00
ESP,,,,,,,,,749.00
G&L Guitars,,,,,,,,,629.99
ESP,,,,,,,,,1099.00
Fender,,Ash,,,,,Solidbody,,1849.99
Greco,,Mahogany,Greco Zemaitis,GZ-2800IFS,6 String,,,Right-Handed,2239.00
Fender,,,,,,,,,811.00
Paul Reed Smith,,Mahogany,,SE Custom 24,6 String,,SE Custom24,Right-Handed,819.99
Unbranded,,,,,6 String,,Solid,Right-Handed,359.99
YAMAHA,1980,,,L-10ES,6 String,,,,1399.99
Greco,,,,,6 String,,,,688.00
Mayones,,,,,,,,,2940.00
PRS,,,,,,,,,4390.00
Hamer,,,,,6 String,,,,699.00
Jackson,,,,,,,,,771.88
Schecter,,,,,,,,,519.00
EDWARDS,,,,E-LS-90LT/TVY,6 String,,,,699.99
Fender,,,,Stratocaster,6 String,Candy Apple Red,Solid,Right-Handed,999.99
,,,,,,,,,575.00
Ibanez,,,,,6 String,Blue,,,830.07
ESP LTD,Unknown,,,JR-608,8,Blue,Solid,Right handed,1599.00
Unbranded,2018,,,,6 String,Black,Solid,Right-Handed,298.00
PRS,,,,,,,,,1998.00
Schecter Guitar Research,,,,,,,,,329.00
G&L Guitars,,,,,,,,,1499.99
G&L Guitars,,,,,,,,,549.99
D'Angelico,2018,,D'Angelico Premier,,6 String,White,Semi-Hollow,Right-Handed,499.00
GRECO,,,,WIS-3S,,,,,323.27
SCHECTER,,,,TR-L-PT-LTD,,,,,1630.00
Hagstrom,,,,D2F,6 String,,Semi-Hollow,Right-Handed,825.00
YAMAHA,,,,SGV300,6 String,,Solid,,849.79
Fender Japan,,,,JGS GRB,,,,,1017.00
FUJIGEN,,,,NST11MAH,,,,,924.00
Dean Guitars,,,,,,,,,809.00
PRS,,,,,,,,,3799.00
G&L Guitars,,,,,,,,,549.99
Paul Reed Smith,,,,,,,,,1998.00
Guild Guitars,,,,,,,,,599.00
MUSICMAN,,,,,,,,,821.00
Fender,,,Fender Stratocaster,60s Stratocaster,,,,,922.00
BACCHUS,,,,BST-AGED60,6 String,,Solid,,1487.79
BURNY,,,,YH-JR,6 String,,,,449.99
Edwards,,,,E-P-45J,6 String,Red,Solid,Right-Handed,330.00
Unbranded,,,,,,,Solid,,635.28
PRS,,,,,,,,,1090.88
Fender,,Alder,,,6 String,,Solid,,1224.99
Ibanez,,,,,,,,,299.99
G&L Guitars,,,,,,,,,529.90
ESP Guitars,,,,,,,,,1099.00
Edwards,,Maple,,E-SN-150FR/M,6 String,Red,Solid,Right-Handed,847.50
,,,,,,,,,527.00
Strandberg,,,,,,,,,2310.00
Pignose Pigunosu,,,,,,,,,396.22
Charvette,,Solid Wood,,CVG-36,6 String,Blue,Solid,,393.00
PRS,,,,,,,,,1999.00
Fender,,,,,,,,,1277.88
Washburn,,,,PXM160C-O-U,,,,,399.00
Epiphone,,,,,,,,,549.99
PRS,,,,,,,,,998.00
Fender Japan,,Basswood,,ST-STD,6 String,Red,Solid,,626.00
,,,,,,,,,1733.00
Ibanez,,,Ibanez RG,rgdix6,,Green,,Right,1154.00
GRASSROOTS by ESP,,,,POTBELLY,6 String,,,,449.99
Grass Roots,,Alder,,G-I-48LPIV,6 String,Sunburst,Solid,,422.00
KILLER,,,,KG-FASCIST VICE,6 String,,,,849.99
Godin,,,,,,,,,1450.00
ESP,,,,,,,,,849.00
Vintage,,,,,,,,,499.00
Fender,,,,SQCONTTELEHHMNBLKMET,,,,,349.99
Fender,,,,,,,,,1219.00
IBANEZ,,,,KIKO10BP,6 String,,,Right-Handed,1049.99
HISTORY,,,,,,N/A,,,2300.00
,,,,,,,,,855.00
,,,,,,,,,1222.00
HISTORY / Fujigen,,Alder,,SZ-1MH,6 String,CAR,Solid,,705.00
IBANEZ,,,,AF 105 NT-12D,6 String,,,,699.99
G&L Guitars,,,,,,,,,539.99
Vintage,,,,,,,,,449.00
Washburn,,,,,,,,,899.00
Charvel,,Alder,,,,,Solidbody,,929.99
Friedman,,,,,,,,,3042.99
B.C.RICH,,Maple,,MOCKINGBIRD,6 String,Red,Solid,,1021.00
History,,,,ZLC-1,6 String,,,,399.98
FERNANDES,,,,JAM-95T,6 String,,Solid,,645.77
SCHECTER,,,,BANSHEE ELITE-7,7 String,,,,1049.99
Fender Japan,,,,TN72,,,,,1081.00
Dean Guitars,,,,,,,,,849.00
Suhr,,,,,,,,,3299.00
Guild,,,,,,,,,799.00
Fender,,,,,,,,,1339.00
Unbranded,,Acrylic,,Custom,,,,can be customized,399.99
Bacchus,,Solid Wood,,BSG,6 String,Brown,Solid,,855.00
DEAN,Unknown,,,RAZORBACK RZR 255,6 String,,Solid,Right-Handed,1078.00
,,,,,,,,,1999.00
Spear,,,,,7 String,,,,560.00
EDWARDS,,Alder,,E-TE-100CTM/LT,6 String,Lake Placid Blue,Solid,Left-Handed,866.00
Guild,,,,,,,,,1199.00
Gretsch,,Maple,,,,,Semi-Hollow Body,,549.99
EVH,,,,,,,,,1599.99
Ibanez,,Flamed Maple,Ibanez Artstar,Artstar AS153,6 String,Antique Yellow Sunburst,Semi-Hollow,Right-Handed,759.99
Fender,,,,,,,,,579.00
Kauer Guitars,,,,,,,,,3840.00
Paul Reed Smith,,Maple,,SE Custom 24,6 String,,SE Custom 24,Right-Handed,890.99
Ibanez,2001,Mahogany,Ibanez S,S1520FB,6 String,,,Right-Handed,1225.00
EDWARDS,,,,E-JB-110JM,4 String,,,Right-Handed,799.99
Edwards,,Ash,,E-BT-98G,6 String,Blue,Solid,,573.00
Vintage Maniacs,,,,SG,,,,,2410.00
Fender,,Spruce,,,12 String,,,,899.00
Ed Roman,,Solid Wood,,Vangard V,6 String,Sparkling Silver,,,2450.00
G&L Guitars,,,,,,,,,459.99
,,,,,,,,,409.88
Gretsch Guitars,,,,,,,,,849.99
GRETSCH,,Mahogany,,G5103,6 String,Red,Hollow,,565.00
Unbranded,,,,,,,,Right-Handed,513.63
,,,,,,,,,2055.00
Fender USA,,Alder,,1983ST,6 String,White,Solid,,1375.00
Unbranded,2019,Laminate,,SE-02,6 String,Multicolor,Semi-Hollow,Right-Handed,385.00
Fender,,Alder,Fender Special Run,,6 String,Brown,Solid,Right-Handed,550.00
Fender,,,,,,,,,1419.00
Supro,,,,,,,,,924.00
PRS,,,,,,,,,4390.00
PRS,,,,,,,,,4200.00
Fernandes,,,,RST-503,6 String,,RST-503,Right-Handed,440.99
IBANEZ,,,,SDGR Series,5 String,,,,599.99
PANGO,2019,Acrylic,Pango Music,PAG-166,6 String,Transparent,Solid,Right-Handed,289.00
Ibanez,,Mahogany,,FRM100GB,6 String,,FRM100GB,Right-Handed,614.99
Greco,1978,,GOII-600,GOII-600,6 String,Sunburst,Solid,Right-Handed,694.00
Paul Reed Smith,,,,,,,,,3145.00
G&L Guitars,,,,,,,,,629.99
Fender,,,,,,,,,1199.88
Fender,,,,,,,,,1999.99
Ibanez,,Basswood,,,,,Solidbody,,999.99
Gibson,,,,SG Standard,,,,,1374.00
PANGO,2019,Acrylic,Pango Music,PAG-167,6 String,Transparent,Solid,Right-Handed,289.00
COMBAT,,,,Semi Order,6 String,,,,2099.99
Unbranded,2019,Laminated Maple,,YL-JZ50,6 String,,Hollow,Right-Handed,410.19
GRECO,,,,GOB-700,4 String,,,,874.99
Dean,Unknown,,,TB STH BKS,6 String,Black,Solid,Right handed,869.00
Jackson,,,,,6 String,,Solid,,2999.99
Squier,,,,,,,,,349.99
Vintage,,,,,,,,,899.00
Ibanez,,,,,,,,,649.99
Charvel,,,,,,,,,799.99
Bacchus,,Techwood,,BST-TW,6 String,Black,Solid,,291.00
Epiphone,,Alder,,G-400,6 String,Brown,Solid,,405.00
ARISTIDES,,Arium,,010 Gold,6 String,Gold,Solid,,2076.00
SQUIER,,,,FSR STRATOCASTER,6 String,,,,399.99
,,,,,,,,,855.00
Ibanez,,,,,,,,,2499.99
G&L Guitars,,,,,,,,,1599.99
Fender,,,,,,,,,1431.88
Reverend,,,,,,,,,1099.00
Suhr,,,,,,,,,3299.00
ELECTROMATIC,,,,G2504 JET PRO,6 String,,,,499.99
Fender,1983,,,Standard Stratocaster,6 String,,Solid,,1825.79
GrassRoots,,,,S-G-LP60S,,,,,535.00
Tokai,,,,LSS-124,,,,,1231.00
Washburn,,Alder,N5 BEA,N5,6 String,Black,N5,Right-Handed,1764.99
PRS,,Maple,,Custom 24,6 String,Green,Solid,,838.00
Suhr,,,,,,,,,2799.00
Guild,,Mahogany,,T-Bird ST P90,6 String,Pelham Blue,Solid,,599.00
Schecter,,,,,,,,,1089.00
ESP,2019,,,EIIMIINTDC,6,Others,Solid,Right handed,1899.00
Suhr,,,,,,,,,2799.00
Ibanez,2018,Maple,Ibanez AS,AS93FM,6 String,Red,,Right-Handed,763.00
FERNANDES,,,,,7 String,,,,1607.75
Gibson,,,,,,,,,1322.00
PRS,,Solid Wood,,Does Not Apply,6 String,Blue,Solid,,896.00
YAMAHA,,,,,,,,,637.33
Yamaha,,,,,,,,,449.99
Charvel,,Alder,,,,,Solidbody,,2999.99
Charvel,,Alder,,,,,Solidbody,,2999.99
Gretsch,,Mahogany,,,,,Semi-Hollow Body,,2499.99
Fender,,,,,,,,,1999.99
FERNANDES,,,,,,,,,817.03
Unbranded,,,,,,,,,469.00
Schecter,,Ash,,BH-1-STD-24F,6 String,,BH-1-STD-24F,Right-Handed,1188.99
Fender Japan,1989-1990,,,ST-500,6 String,Candy Apple Green,Solid,,788.40
FUJIGEN (FGN),,Ash,NCTL-10M,DESTROYER II,6 String,Natural,Semi-Hollow,Right-Handed,854.00
SCHECTER,,,,AD-DM-EL,,,,,720.00
ESP LTD,2019,,,LVIPER256SW,6,White,Solid,Right handed,449.00
D'Angelico,,,,Deluxe 175,6 String,Matte Royal Blue,Hollow,Left-Handed,1999.99
Fret King,,,,,,,,,699.00
Fender,,Alder,,,,,Solidbody,,1949.99
ESP,,,ESP LTD,EC-1000,6 String,amber,Solid,Right-Handed,699.99
Squier,,Solid Wood,,,6 String,,Solid,,560.00
Fender,,,,'94 American Vintage 62,,,,,1990.00
Gibson,2019,,Gibson Les Paul,Les Paul Traditional,6 String,,,Right-Handed,2025.00
Gibson,2013,,Gibson Les Paul,Les Paul Standard,,,,,1944.00
FUJIGEN,,,,,,Blue,,,1295.00
D'Angelico,,,,Deluxe 175,6 String,Matte Plum,Hollow,Right-Handed,1999.99
Schecter,,,,,,,,,1099.00
PRS,,,,,,,,,1599.00
ESP Guitars,,,,,,,,,895.00
Yamaha,,,,,,,,,449.99
Fender Japan,,Basswood,,ST54-500,6 String,Sunburst,Solid,,532.00
Pango Music,2019,Acrylic,Pango Music,PAG-165S,6 String,Transparent,Solid,Right-Handed,289.00
GRECO,,,,GOB-700,4 String,,,,899.99
FENDER USA,,,,American Standard Stratocaster,6 String,,,,1499.99
FENDER JAPAN,1989,,,ST62 EXTRAD,6 String,,,,1949.99
Ibanez,,,,,,,,,2499.99
Mayones,,,,,,,,,2940.00
Fender,,Alder,,,,,Solidbody,,1949.99
Vintage,,,,,,,,,449.00
Supro,2019,,,Ozark,6 String,Antique White,Solid,Right-Handed,736.31
FUJIGEN(FGN),,Basswood,JMG-6R,JMG-6R,6 String,LPB,Solid,Right-Handed,646.00
Gibson,,,Gibson Les Paul,Custom,,,,,2811.00
Fender Mexico,,Solid Wood,,Stratocaster,6 String,Black,Solid,,885.00
Fernandes,,,,RAVELLE-ELT,6 String,Gray,Solid,,1615.38
Gibson,,Mahogany,,SG-1,6 String,Metallic Sunset(Re-finished),Solid,Right-Handed,1676.00
Jackson,,,,,,,,,899.88
Greco,,Solid Wood,,WS-STD,6 String,Vermillion,Solid,,795.00
Charvel,,,,,,,,,2999.99
Fender,,,,,,,,,1431.88
G&L Guitars,,,,,,,,,999.99
Unbranded,2019,,,,6 String,Red,Semi-Hollow,Right-Handed,319.00
Fender Japan,,Alder,,60s Stratocaster,6 String,Green,Solid,,1198.00
Unbranded,,,,,,,,Right-Handed,581.21
Ibanez,,Alder,,AGV10A,6 String,Sunburst,Hollow,,619.00
Paul Reed Smith,,,,SE,,,,,940.00
NO BRAND,,,,,,,,,340.24
Oscar Schmidt,,Mahogany,,OE30,6 String,,Semi-Hollow,Right-Handed,499.96
Schecter,2011,Mahogany,Schecter Diamond,ATX C-1 FR,6 String,Mahogony,Solid,Right-Handed,599.00
,,,,,,,,,935.88
,,,,,,,,,1221.88
Washburn,,,,,,,,,799.00
FENDER,,Alder,,Mustang,6 String,White,Solid,,888.00
GIBSON,2000,,,LES PAUL STUDIO,6 String,,,,1199.99
YAMAHA,,,,FG-360,6 String,,,,499.99
ESP,,Maple,,Horizon Custom,6 String,Red,Solid,,2700.00
Zephyr,,Solid Wood,,ZST-158,6 String,Black,Solid,,882.00
P&P,2018,Solid Wood,,RLP210,6 String,VOS,Solid,,299.90
ESP,,,,,,,,,1049.00
Jackson,,,,,,,,,299.99
D'Angelico Guitars,,,,,,,,,1299.99
Gretsch,,,,,,,,,949.99
Fender,,,,,,,,,1320.88
YAMAHA,,,,,,Black,,,387.67
IBANEZ Ibanez,,,,,,,,,493.47
Fender (Fender),,,,,,,,,1428.02
Fender Japan,,Basswood,,ST72,6 String,White,Solid,,743.00
Ibaneze,,,,,,,,,428.25
SQUIER,,,,ST,6 String,,,,399.99
PRS,,,,,,,,,2299.00
Jackson,,,,,,,,,349.99
Charvel,,Alder,,,6 String,,Solid,,1399.99
PRS,,,,,,,,,4300.00
Fender,,,,,,,,,1799.99
MAYONES,,,,Setius Alpha 6,,,,,2163.00
AMALIO BURGUET,2001,,,2-F,6 String,,,,1249.99
Greco,1980,,,1980 BB-1800,6 String,,Solid,,3282.79
Gibson,,Maple,,Les Paul Classic,6 String,Brown,Solid,,1645.00
Gibson,2003,,Gibson Les Paul,Les Paul Studio,,,,,1022.00
Unbranded,2019,Mahogany,,V-BO3,6 String,White,Solid,Right-Handed,329.89
GnL,,,,,6,,,,1799.00
Gretsch,,,,,,,,,449.99
ESP Guitars,,,,,,,,,449.00
Jackson Guitars,,,,,,,,,899.99
Fender,,,,Player Jaguar,6 String,Tidepool,,Right-Handed,674.99
Greco,,Sen,Greco GO,GO-900,6 String,,,Right-Handed,1010.00
Pignose,,,,PGG-259 WH,6 String,White,,,360.35
FERNANDES,,,,,,,,,477.08
Fender,,,Fender Jazzmaster,,,,,,1900.00
Gwarem,Not specified,Mahogany,Not specified,OEM,6 String,Varies,,Right-Handed,285.00
Gibson,,Maple,,Les Paul Standard,6 String,Blue,Solid,,2570.00
Suhr,,,,,,,,,2799.00
Fender,,,,,,,,,999.88
Hagstrom,,,,,,,,,599.99
Duesenberg Guitars,,,,,,,,,3208.80
Apollo,,,Custom six,Custom six,6 String,Burst,Hollow,Right-Handed,350.00
YAMAHA,1980's,,,SA1000,6 String,,,,999.99
Unbranded,2019,Basswood + Quilted Maple,,T-ER92,6 String,Yellow,Solid,Right-Handed,292.49
Ibanez,,,,,,,,,1999.99
Charvel,,,,,,,,,1299.99
Jackson,,Mahogany,,Dave Davidson Warrior WR7,7 String,Distressed Ash,Solid,,1299.99
Fender,,,,,,,,,1189.00
G&L Guitars,,,,,,,,,1099.99
FENDER JAPAN,,,,,,,,,789.70
